naibbe_max,naibbe_min,voyb_max,voyb_min
dain,daN,otaiin,otaM
otain,otaN,cheekain,SEkaN
shol,Zol,okchedy,okSedy
olkey,olkey,qokchdy,qkSdy
dshaiiin,dZa3,dain,daN
aiin,aM,sheey,ZEy
qokar,qkar,okchedy,okSedy
qoksheedaiin,qkZEdaM,oror,oror
qoesy,qesy,tchor,tSor
qokaiin,qkaM,aiin,aM
qoeain,qeaN,odeedy,odEdy
sheey,ZEy,oteeey,otEey
chedy,Sedy,qokey,qkey
shckheeedy,ZXEedy,lody,lody
qokcheor,qkSeor,chcfhy,SYy
lsedar,lsedar,ochos,oSos
sheol,Zeol,aiin,aM
chol,Sol,olky,olky
chedy,Sedy,daiin,daM
otaiin,otaM,al,al
chckhy,SXy,olkeedain,olkEdaN
tcheody,tSeody,oteey,otEy
otal,otal,sheeol,ZEol
keeey,kEey,qokeedy,qkEdy
chedy,Sedy,qochaiin,qSaM
sain,saN,oteey,otEy
dyteedy,dytEdy,qoty,qty
cheol,Seol,dcheoty,dSeoty
okey,okey,oy,oy
shedy,Zedy,otchedy,otSedy
chckheeey,SXEey,chedy,Sedy
qol,ql,daiin,daM
oteedy,otEdy,chedal,Sedal
dam,dam,chedy,Sedy
oksheed,okZEd,qokaiin,qkaM
lsas,lsas,otam,otam
qopeos,qpeos,sain,saN
tshol,tZol,ain,aN
ysheol,yZeol,am,am
chctheody,SQeody,ykeedain,ykEdaN
opcheey,opSEy,qokeedy,qkEdy
y,y,chedaiin,SedaM
solaiin,solaM,alain,alaN
cthaiin,QaM,pchodain,pSodaN
arain,araN,okeedy,okEdy
oteedy,otEdy,qokeedy,qkEdy
otedy,otedy,olkeedy,olkEdy
otchdy,otSdy,qokain,qkaN
qokain,qkaN,sheey,ZEy
shol,Zol,qokedar,qkedar
okchedy,okSedy,aiin,aM
tshaiir,tZaU,am,am
otdain,otdaN,saiin,saM
sar,sar,okeey,okEy
chckholy,SXoly,sheey,ZEy
opeees,opEes,qoteedy,qtEdy
pcheam,pSeam,qokey,qkey
ypchaiin,ypSaM,chedy,Sedy
olkey,olkey,qokeey,qkEy
oleeo,olEo,qokeey,qkEy
sar,sar,chdaly,Sdaly
chckhy,SXy,daiin,daM
kchedaiin,kSedaM,cheeir,SET
qokedy,qkedy,cheedy,SEdy
ol,ol,chykeedy,SykEdy
oty,oty,chdaiin,SdaM
qokchey,qkSey,cheedy,SEdy
sheols,Zeols,qokain,qkaN
shey,Zey,otaldal,otaldal
dchs,dSs,saiin,saM
solkeeody,solkEody,or,or
ykiiin,yk3,aiin,aM
shckhey,ZXey,chey,Sey
qokeedy,qkEdy,qokeedy,qkEdy
lchedy,lSedy,qokeeey,qkEey
kchees,kSEs,qokeeody,qkEody
otedy,otedy,qotam,qtam
ytsaiin,ytsaM,olaiin,olaM
lshal,lZal,am,am
chedy,Sedy,sarain,saraN
tcheedain,tSEdaN,ain,aN
aiiinoy,a3oy,al,al
otchedy,otSedy,qoeeey,qEey
qockhm,qXm,qoteo,qteo
rdam,rdam,or,or
or,or,aiiin,a3
dalyedy,dalyedy,ol,ol
saiin,saM,chalor,Salor
ykchdair,ykSdaT,pchoraiin,pSoraM
dy,dy,ar,ar
orchm,orSm,alchedy,alSedy
aiin,aM,olkeedy,olkEdy
tcheol,tSeol,qokedy,qkedy
cphes,Wes,qotaiin,qtaM
olcheod,olSeod,chocthedy,SoQedy
qokeey,qkEy,sairal,saTal
re,re,saiin,saM
pcheody,pSeody,chekain,SekaN
otar,otar,cheol,Seol
sheody,Zeody,qoeedy,qEdy
dair,daT,chol,Sol
dlee,dlE,keedy,kEdy
chedy,Sedy,qokaiin,qkaM
otchail,otSaG,shedy,Zedy
otdal,otdal,qokeol,qkeol
qokaiin,qkaM,kain,kaN
qotol,qtol,soiin,soM
okain,okaN,ol,ol
qoiir,qU,cheol,Seol
oteedy,otEdy,chedy,Sedy
chdy,Sdy,qokeey,qkEy
daiin,daM,chetain,SetaN
cheedy,SEdy,ycheol,ySeol
qotar,qtar,keeor,kEor
ytcho,ytSo,olkeeey,olkEey
olkar,olkar,chedain,SedaN
sheedar,ZEdar,ol,ol
al,al,cheedaiin,SEdaM
lpchair,lpSaT,sheedy,ZEdy
okeeo,okEo,qokeedy,qkEdy
olteey,oltEy,qotain,qtaN
okal,okal,soiin,soM
reain,reaN,or,or
lsedain,lsedaN,okain,okaN
tor,tor,otchedy,otSedy
dordair,dordaT,qokeedy,qkEdy
okeedy,okEdy,eeedeed,EedEd
kedar,kedar,ckhedy,Xedy
or,or,cheedaiin,SEdaM
qokeedy,qkEdy,chedy,Sedy
dykaiin,dykaM,pchdaiin,pSdaM
lchol,lSol,shedy,Zedy
tcheedy,tSEdy,otaiin,otaM
aiin,aM,cheedy,SEdy
ardam,ardam,qokeeey,qkEey
shedy,Zedy,lkeeedy,lkEedy
oteey,otEy,cheey,SEy
otaiin,otaM,lor,lor
ychar,ySar,eeedy,Eedy
shy,Zy,qokeey,qkEy
lkchdaiin,lkSdaM,ychedal,ySedal
qokeedy,qkEdy,checkhey,SeXey
koly,koly,checkhy,SeXy
ytear,ytear,cheeol,SEol
tsheaiin,tZeaM,qokeedy,qkEdy
shedy,Zedy,qoteosam,qteosam
daiin,daM,chos,Sos
lsy,lsy,pchodain,pSodaN
oksheeey,okZEey,aiin,aM
aledol,aledol,teeedy,tEedy
ryesy,ryesy,qoeey,qEy
chr,Sr,okeedy,okEdy
ar,ar,qokeear,qkEar
otain,otaN,al,al
lched,lSed,okedal,okedal
okeey,okEy,olkeedy,olkEdy
qokaiin,qkaM,qotedy,qtedy
dy,dy,shey,Zey
dar,dar,keedal,kEdal
cheol,Seol,aiin,aM
cheed,SEd,cheol,Seol
oleeody,olEody,keeeody,kEeody
qoam,qam,qoiin,qM
raiin,raM,ykeey,ykEy
daiin,daM,qokeeey,qkEey
qokol,qkol,ykeey,ykEy
qokain,qkaN,qoeey,qEy
oleeor,olEor,qokaim,qkaK
dain,daN,sheey,ZEy
shaiin,ZaM,qoeekain,qEkaN
qokal,qkal,ol,ol
ycheol,ySeol,kain,kaN
cheey,SEy,alor,alor
oteedaiin,otEdaM,chedol,Sedol
tshdy,tZdy,sheody,Zeody
lkcheedy,lkSEdy,polor,polor
leos,leos,sheedy,ZEdy
qotal,qtal,okeedey,okEdey
ykchdy,ykSdy,sal,sal
reedy,rEdy,aiin,aM
otol,otol,sheedar,ZEdar
qokain,qkaN,okedy,okedy
dar,dar,qopchedy,qpSedy
shal,Zal,dalkedy,dalkedy
lshdor,lZdor,opchdy,opSdy
keod,keod,tar,tar
cheol,Seol,aiin,aM
dsheeal,dZEal,okeear,okEar
sheeor,ZEor,oteody,oteody
kar,kar,arar,arar
oky,oky,tchedor,tSedor
qokedy,qkedy,shee,ZE
kshar,kZar,keedy,kEdy
qotedy,qtedy,otedar,otedar
aiin,aM,checphey,SeWey
yshody,yZody,qopchedy,qpSedy
ol,ol,qopcheey,qpSEy
qokor,qkor,kar,kar
ychedain,ySedaN,opcheeo,opSEo
chckhy,SXy,raify,raify
ol,ol,or,or
qokain,qkaN,cheeor,SEor
qotaiin,qtaM,okeedy,okEdy
qoody,qody,qokedy,qkedy
oky,oky,qokeedy,qkEdy
tcheeedy,tSEedy,chedaiin,SedaM
qokchdy,qkSdy,okeeedy,okEedy
shal,Zal,otaiin,otaM
otaiin,otaM,cheekey,SEkey
oteeor,otEor,chol,Sol
cthaiin,QaM,saiin,saM
qokod,qkod,chedaiin,SedaM
lyeeedy,lyEedy,checkhy,SeXy
qokchdy,qkSdy,lkeedy,lkEdy
olchear,olSear,qokeedy,qkEdy
cheeeos,SEeos,chkaiin,SkaM
or,or,checkhol,SeXol
okeedy,okEdy,chdam,Sdam
olkchy,olkSy,pched,pSed
opody,opody,shedain,ZedaN
lshal,lZal,qokaiin,qkaM
qokaiin,qkaM,okar,okar
reeody,rEody,chedy,Sedy
olshaiir,olZaU,checkhy,SeXy
ardal,ardal,tchede,tSede
lchedy,lSedy,okeey,okEy
cheey,SEy,lky,lky
shedy,Zedy,shedaiiin,Zeda3
shol,Zol,chdy,Sdy
qokaiin,qkaM,qokeedy,qkEdy
lsd,lsd,cheky,Seky
areody,areody,lkedy,lkedy
opchy,opSy,qotedy,qtedy
ar,ar,raram,raram
tar,tar,teedal,tEdal
lshody,lZody,sain,saN
shg,Zg,ar,ar
kcheor,kSeor,otaiin,otaM
pcheo,pSeo,shedy,Zedy
chor,Sor,qokedaiin,qkedaM
ycheod,ySeod,ar,ar
chedy,Sedy,qokaiin,qkaM
okary,okary,chol,Sol
chey,Sey,kedy,kedy
opary,opary,qokam,qkam
shedy,Zedy,sa,sa
lky,lky,ar,ar
chedy,Sedy,oiin,oM
dal,dal,okchey,okSey
qokain,qkaN,al,al
kary,kary,chedy,Sedy
lsam,lsam,chol,Sol
ar,ar,otaiin,otaM
kam,kam,chedar,Sedar
qoody,qody,lkain,lkaN
daryeey,daryEy,cheo,Seo
ra,ra,dain,daN
ol,ol,teodarody,teodarody
cthm,Qm,opcheed,opSEd
ychan,ySan,okaiin,okaM
lkeedain,lkEdaN,chaiin,SaM
dolain,dolaN,otam,otam
lkam,lkam,oteedy,otEdy
qokeey,qkEy,qoteey,qtEy
dy,dy,qotain,qtaN
shedy,Zedy,chcthd,SQd
shckhy,ZXy,y,y
ol,ol,cheol,Seol
yshdair,yZdaT,lchedy,lSedy
doleor,doleor,chckhy,SXy
olkchy,olkSy,cheolchal,SeolSal
qokedy,qkedy,shchy,ZSy
olyedy,olyedy,daiin,daM
qokeey,qkEy,cheolor,Seolor
qofchaiin,qfSaM,okain,okaN
olkchdy,olkSdy,chedy,Sedy
sheol,Zeol,daiin,daM
or,or,ykeedain,ykEdaN
lsedair,lsedaT,checkhey,SeXey
qokedy,qkedy,oain,oaN
qotedy,qtedy,chol,Sol
ytchas,ytSas,poly,poly
qokeedy,qkEdy,keedain,kEdaN
ram,ram,she,Ze
qotedy,qtedy,kchdy,kSdy
opcheey,opSEy,chotshe,SotZe
qokeey,qkEy,otechy,oteSy
olteol,olteol,qokchdy,qkSdy
kcheeos,kSEos,otaray,otaray
qokedy,qkedy,shain,ZaN
cheey,SEy,qokedy,qkedy
otody,otody,ooeeor,ooEor
okedy,okedy,oeeal,oEal
am,am,olkeol,olkeol
sheol,Zeol,ol,ol
qoky,qky,chol,Sol
qokain,qkaN,chl,Sl
solas,solas,alchedy,alSedy
qopcheos,qpSeos,ykeedy,ykEdy
qolchaly,qlSaly,chtal,Stal
olkaiin,olkaM,kar,kar
opeedy,opEdy,opchy,opSy
chedy,Sedy,famom,famom
pchedy,pSedy,qokchal,qkSal
shesy,Zesy,qokey,qkey
peor,peor,qaiin,qaM
olkar,olkar,otol,otol
ychal,ySal,teol,teol
dolaiin,dolaM,okal,okal
cthair,QaT,otedar,otedar
dal,dal,opalchdy,opalSdy
reeol,rEol,alpchdy,alpSdy
qokaiin,qkaM,ycheey,ySEy
qokeedy,qkEdy,chokeey,SokEy
otedy,otedy,okar,okar
okar,okar,al,al
ofeey,ofEy,tchedy,tSedy
oledy,oledy,oteol,oteol
xedair,xedaT,chcthy,SQy
solkeod,solkeod,alaiin,alaM
cphdy,Wdy,char,Sar
rcheal,rSeal,al,al
cheey,SEy,kamdam,kamdam
qotedy,qtedy,ykeey,ykEy
daiin,daM,lor,lor
dshey,dZey,chaiin,SaM
otor,otor,cheky,Seky
qotaiin,qtaM,chokain,SokaN
oteedy,otEdy,charam,Saram
dar,dar,chey,Sey
leol,leol,kain,kaN
ykched,ykSed,chdal,Sdal
dchdy,dSdy,okaiin,okaM
otshey,otZey,daldy,daldy
ytcheeey,ytSEey,eotar,eotar
kary,kary,aim,aK
chor,Sor,oar,oar
qokain,qkaN,al,al
qopchdy,qpSdy,alor,alor
soreody,soreody,aiiin,a3
chdy,Sdy,olkaiin,olkaM
qokar,qkar,oty,oty
cheedaiin,SEdaM,ary,ary
kor,kor,pchesfchy,pSesfSy
qokeedy,qkEdy,ypcheedy,ypSEdy
tsheal,tZeal,fchdy,fSdy
kdy,kdy,chetar,Setar
dain,daN,qopchedaiin,qpSedaM
sar,sar,oteey,otEy
aiin,aM,oty,oty
sheol,Zeol,lkchy,lkSy
pchdy,pSdy,chodain,SodaN
yedy,yedy,alar,alar
aireey,aTEy,chedy,Sedy
shody,Zody,dar,dar
lcheedain,lSEdaN,okeedy,okEdy
qokedy,qkedy,oteeody,otEody
sald,sald,qokedy,qkedy
chey,Sey,otchechy,otSeSy
rdam,rdam,okeorl,okeorl
oky,oky,al,al
reedy,rEdy,keeos,kEos
okeeol,okEol,ched,Sed
rchdaiin,rSdaM,al,al
otain,otaN,ar,ar
qokar,qkar,chckhhy,SXhy
okol,okol,ykol,ykol
qokain,qkaN,air,aT
chedy,Sedy,ol,ol
dain,daN,shchs,ZSs
al,al,oal,oal
dal,dal,chs,Ss
daiin,daM,aiin,aM
ykar,ykar,oteeosy,otEosy
kdain,kdaN,kcheeos,kSEos
lsdam,lsdam,olkeedy,olkEdy
otedy,otedy,shoaiin,ZoaM
oky,oky,cheeody,SEody
qokeedy,qkEdy,qokchedy,qkSedy
or,or,chckhody,SXody
chedy,Sedy,qokedy,qkedy
olkaiin,olkaM,qotaly,qtaly
cheeor,SEor,lkar,lkar
ched,Sed,ar,ar
shedair,ZedaT,alog,alog
shedy,Zedy,ycheeckhy,ySEXy
ykeeo,ykEo,osaiin,osaM
odysdy,odysdy,cheoar,Seoar
or,or,qokaiin,qkaM
okaiin,okaM,chekal,Sekal
ol,ol,otar,otar
ol,ol,shosaiin,ZosaM
otal,otal,chckhy,SXy
shedy,Zedy,chdo,Sdo
qotedy,qtedy,okol,okol
ytchdaiin,ytSdaM,chedy,Sedy
ry,ry,chedy,Sedy
opoiin,opoM,sor,sor
sairdal,saTdal,cheo,Seo
or,or,cheey,SEy
ykchdy,ykSdy,oteeos,otEos
saleed,salEd,aiin,aM
ytaiir,ytaU,otain,otaN
okain,okaN,otal,otal
okaiin,okaM,ches,Ses
otedy,otedy,aiin,aM
al,al,alchl,alSl
tchsairy,tSsaTy,sheey,ZEy
keols,keols,kchol,kSol
okain,okaN,okeeo,okEo
oteedy,otEdy,l,l
shan,Zan,kaiin,kaM
kesy,kesy,ol,ol
pam,pam,chos,Sos
chedy,Sedy,sheey,ZEy
qokail,qkaG,qokchey,qkSey
aiin,aM,sokal,sokal
ypchor,ypSor,okeey,okEy
okeey,okEy,char,Sar
opchdy,opSdy,laiin,laM
qokchy,qkSy,olkain,olkaN
oteedy,otEdy,pchosos,pSosos
ychaim,ySaK,cheoar,Seoar
taiir,taU,keeol,kEol
ytd,ytd,qokeey,qkEy
cheey,SEy,lkchey,lkSey
ykeeody,ykEody,qokar,qkar
shedy,Zedy,chos,Sos
lkchdam,lkSdam,shey,Zey
soiinedy,soMedy,qopchy,qpSy
oiiineo,o3eo,rchsy,rSsy
kas,kas,chykeor,Sykeor
ysheol,yZeol,otal,otal
chedy,Sedy,dchos,dSos
lydar,lydar,aiin,aM
tcham,tSam,oteey,otEy
qokain,qkaN,qokaiin,qkaM
qokeedy,qkEdy,cho,So
alody,alody,okaiin,okaM
lsdaiin,lsdaM,cheo,Seo
kedaiin,kedaM,daiin,daM
sheedy,ZEdy,chky,Sky
cheey,SEy,le,le
aiin,aM,chody,Sody
olshoiin,olZoM,chotaiin,SotaM
chch,SS,pcheody,pSeody
okaiin,okaM,qokeody,qkeody
qopol,qpol,cheoar,Seoar
otar,otar,chy,Sy
shedy,Zedy,kcheeor,kSEor
okaiin,okaM,ety,ety
chdy,Sdy,sheody,Zeody
rchm,rSm,sheodaiin,ZeodaM
aryeal,aryeal,qoteoor,qteoor
qokeey,qkEy,otom,otom
okar,okar,otchedy,otSedy
ar,ar,qoty,qty
ody,ody,daiin,daM
or,or,cholchey,SolSey
ar,ar,okecheey,okeSEy
saireeol,saTEol,chokeol,Sokeol
otal,otal,sheo,Zeo
okedy,okedy,qoaiin,qaM
okar,okar,shoo,Zoo
daryeal,daryeal,keeeol,kEeol
shey,Zey,keody,keody
okchedy,okSedy,chor,Sor
are,are,chor,Sor
cheeody,SEody,kal,kal
ykaiir,ykaU,liiram,lUam
otedol,otedol,yshoain,yZoaN
qotoy,qtoy,qoeey,qEy
okeedy,okEdy,qoaiin,qaM
dar,dar,shol,Zol
daeor,daeor,lkeeoar,lkEoar
okaiin,okaM,chodaiin,SodaM
shar,Zar,otam,otam
oty,oty,chosaiin,SosaM
olkeedy,olkEdy,folchor,folSor
odyr,odyr,cheody,Seody
chedy,Sedy,qotedy,qtedy
yshdy,yZdy,lkeches,lkeSes
pchdal,pSdal,lkeeol,lkEol
orols,orols,lkcheol,lkSeol
qokain,qkaN,lkchedy,lkSedy
qoa,qa,kotchy,kotSy
ykeel,ykEl,lpchedy,lpSedy
qokchey,qkSey,qopchedy,qpSedy
chedy,Sedy,ro,ro
tchdar,tSdar,ycheo,ySeo
dal,dal,lkcheo,lkSeo
pcheody,pSeody,lchol,lSol
ytody,ytody,oiiin,o3
okchedy,okSedy,qoksheoy,qkZeoy
sheoy,Zeoy,qokcheody,qkSeody
dshedaiin,dZedaM,lcheo,lSeo
otedy,otedy,l,l
okcheor,okSeor,kchedy,kSedy
qoty,qty,chokchy,SokSy
lkeody,lkeody,okchdar,okSdar
shol,Zol,al,al
shor,Zor,chol,Sol
qodaiin,qdaM,chr,Sr
okshaiin,okZaM,s,s
tory,tory,aiin,aM
ain,aN,chaiiin,Sa3
okeedy,okEdy,pcheoor,pSeoor
shedy,Zedy,olkeedy,olkEdy
otchdy,otSdy,qokeedy,qkEdy
qokain,qkaN,shdy,Zdy
shol,Zol,qofchedy,qfSedy
eseedain,esEdaN,chcfhor,SYor
cheol,Seol,chedy,Sedy
lchedy,lSedy,qokeeol,qkEol
seol,seol,por,por
shaiin,ZaM,aiin,aM
ykeedar,ykEdar,chepchar,SepSar
lsody,lsody,dor,dor
okchey,okSey,shar,Zar
ar,ar,shol,Zol
qoteedy,qtEdy,qokeey,qkEy
qokaiin,qkaM,qokchol,qkSol
oryain,oryaN,chedaiin,SedaM
sain,saN,qoky,qky
qokeedy,qkEdy,chokain,SokaN
salos,salos,chotar,Sotar
dykeos,dykeos,chokar,Sokar
lcheol,lSeol,char,Sar
pcheey,pSEy,alom,alom
tl,tl,ycheod,ySeod
tear,tear,cheoaiin,SeoaM
qokey,qkey,chal,Sal
otedy,otedy,olkaiin,olkaM
al,al,chkaiin,SkaM
tol,tol,cheeey,SEey
sordy,sordy,lkeeo,lkEo
okchor,okSor,aiiin,a3
qoteedy,qtEdy,okeedy,okEdy
doley,doley,qokcheey,qkSEy
dail,daG,rchedy,rSedy
rdain,rdaN,yhal,yhal
aiin,aM,cheeo,SEo
okeey,okEy,rlaiin,rlaM
qol,ql,chckhey,SXey
lseedaiin,lsEdaM,cheol,Seol
olchar,olSar,kshoraiin,kZoraM
okol,okol,qokeeo,qkEo
otain,otaN,ar,ar
cheeor,SEor,shoteol,Zoteol
ytedain,ytedaN,lklcheol,lklSeol
aiin,aM,qokar,qkar
qoteedy,qtEdy,chdain,SdaN
olkdain,olkdaN,cphoithy,Woithy
ochs,oSs,chor,Sor
chckhy,SXy,aiin,aM
dors,dors,ckhydy,Xydy
aiin,aM,oiin,oM
okedy,okedy,shol,Zol
ol,ol,shedair,ZedaT
sarair,saraT,otchdy,otSdy
otaiin,otaM,shokchy,ZokSy
lseam,lseam,shaiiin,Za3
aiin,aM,shckhey,ZXey
olkeedy,olkEdy,lohor,lohor
olkaiin,olkaM,air,aT
shedy,Zedy,okeody,okeody
olkain,olkaN,tchoar,tSoar
shol,Zol,sheeodaiin,ZEodaM
cthdy,Qdy,chkaiin,SkaM
otchy,otSy,otchod,otSod
daiin,daM,okchedy,okSedy
pdain,pdaN,qokaiin,qkaM
daryeal,daryeal,chokain,SokaN
chedy,Sedy,sheor,Zeor
teeey,tEey,qokchy,qkSy
otain,otaN,qopam,qpam
shol,Zol,ykeoeshy,ykeoeZy
qocthair,qQaT,qokaiin,qkaM
doledy,doledy,chol,Sol
odey,odey,kiin,kM
sheey,ZEy,chckhey,SXey
raiin,raM,lkchey,lkSey
dain,daN,qokal,qkal
lchedam,lSedam,chocthy,SoQy
qoteedy,qtEdy,lkchor,lkSor
tcheey,tSEy,lkchedy,lkSedy
qoky,qky,lkaiin,lkaM
areody,areody,dair,daT
otedal,otedal,chor,Sor
taiin,taM,chopchey,SopSey
shcthor,ZQor,araiin,araM
oteey,otEy,or,or
shol,Zol,sal,sal
soreody,soreody,arody,arody
chcpheeo,SWEo,pchodair,pSodaT
or,or,shotedy,Zotedy
dcheedy,dSEdy,qopchody,qpSody
air,aT,chfchol,SfSol
chey,Sey,kchdaiin,kSdaM
chs,Ss,chpchshdy,SpSZdy
kedam,kedam,rair,raT
yshary,yZary,shedy,Zedy
ol,ol,qokchey,qkSey
olkar,olkar,sairy,saTy
dar,dar,tol,tol
dal,dal,cheshy,SeZy
qoy,qy,lkchedy,lkSedy
shckhy,ZXy,lchod,lSod
ted,ted,chal,Sal
solar,solar,char,Sar
kor,kor,lkeeody,lkEody
qopaiir,qpaU,oteeo,otEo
ol,ol,loaiin,loaM
qotain,qtaN,okeedy,okEdy
oeody,oeody,tchol,tSol
chey,Sey,chol,Sol
chedy,Sedy,lsheol,lZeol
qokor,qkor,shor,Zor
yain,yaN,kcheey,kSEy
cthar,Qar,yraiin,yraM
ychos,ySos,sheol,Zeol
qokeey,qkEy,tcheody,tSeody
kdor,kdor,tchey,tSey
olchaiin,olSaM,sheoky,Zeoky
qokain,qkaN,lpchedy,lpSedy
qokaiin,qkaM,qokam,qkam
dar,dar,sar,sar
sair,saT,al,al
okg,okg,chal,Sal
qokedy,qkedy,os,os
okal,okal,akchy,akSy
aiin,aM,daiin,daM
chcpheed,SWEd,cheeeo,SEeo
kal,kal,rain,raN
ocheey,oSEy,otiiin,ot3
cthedaiin,QedaM,chol,Sol
qokedy,qkedy,lcholkaiin,lSolkaM
chcthaiin,SQaM,cheokedy,Seokedy
sain,saN,lodar,lodar
salesy,salesy,ysheeoaiin,yZEoaM
ol,ol,alkeeol,alkEol
olchl,olSl,chtchol,StSol
alyaly,alyaly,kcheody,kSeody
qofchedar,qfSedar,lkchedy,lkSedy
oteedy,otEdy,okaiin,okaM
al,al,chal,Sal
qolshod,qlZod,taiin,taM
shcthaiin,ZQaM,oteedy,otEdy
okal,okal,folchear,folSear
shy,Zy,oteol,oteol
qoteel,qtEl,lshedy,lZedy
solkes,solkes,lkshedy,lkZedy
qotedy,qtedy,sheeeky,ZEeky
lsedy,lsedy,otar,otar
qoky,qky,qchar,qSar
qokeedy,qkEdy,tar,tar
aiin,aM,shkchedy,ZkSedy
chey,Sey,qokchd,qkSd
okeedy,okEdy,opy,opy
kary,kary,ytaiin,ytaM
ol,ol,okaiin,okaM
lkos,lkos,chear,Sear
chckhy,SXy,ckhar,Xar
otshdain,otZdaN,shal,Zal
keain,keaN,shckhy,ZXy
okain,okaN,okain,okaN
shol,Zol,okhar,okhar
olkam,olkam,chor,Sor
shedy,Zedy,chky,Sky
otal,otal,chakain,SakaN
qoteeo,qtEo,qoky,qky
shey,Zey,shodaiin,ZodaM
om,om,shkaiin,ZkaM
osho,oZo,chcthal,SQal
chey,Sey,okshedy,okZedy
keor,keor,otal,otal
okeey,okEy,okaiin,okaM
lsy,lsy,cphoal,Woal
dleo,dleo,otain,otaN
qoeeey,qEey,okaiin,okaM
or,or,chedy,Sedy
qopchory,qpSory,qotal,qtal
am,am,ykeeor,ykEor
opchdy,opSdy,chear,Sear
cheey,SEy,okain,okaN
lkches,lkSes,chear,Sear
shy,Zy,chockhy,SoXy
ytsdy,ytsdy,palshsar,palZsar
ykom,ykom,lshdaiin,lZdaM
ycheody,ySeody,otshsaiin,otZsaM
oraim,oraK,shocfhy,ZoYy
otchdy,otSdy,qopchear,qpSear
dal,dal,shkair,ZkaT
air,aT,qopchdy,qpSdy
dood,dood,qoteedy,qtEdy
shol,Zol,rchedy,rSedy
soledaiin,soledaM,ldy,ldy
eseey,esEy,yshs,yZs
qol,ql,sheeo,ZEo
qotar,qtar,lkeeos,lkEos
al,al,aiin,aM
sheckhy,ZeXy,qokeees,qkEes
yshedy,yZedy,okchedy,okSedy
okar,okar,qotaiin,qtaM
qokeey,qkEy,otar,otar
y,y,okar,okar
qotal,qtal,ockhy,oXy
shey,Zey,rchedy,rSedy
chor,Sor,qosain,qsaN
ol,ol,dcheey,dSEy
olkam,olkam,sheody,Zeody
otd,otd,shedain,ZedaN
soreeol,sorEol,tshedy,tZedy
qokeedy,qkEdy,qokaiin,qkaM
shckhy,ZXy,shedar,Zedar
shs,Zs,sheocphy,ZeoWy
qokchdy,qkSdy,okchdy,okSdy
rm,rm,pcheody,pSeody
okcheol,okSeol,opchear,opSear
oks,oks,opchedy,opSedy
cheol,Seol,lfchedy,lfSedy
okeedy,okEdy,otal,otal
otedy,otedy,daiin,daM
okshs,okZs,sheor,Zeor
okain,okaN,qoteey,qtEy
lam,lam,daiin,daM
aleod,aleod,okchedy,okSedy
olkaiin,olkaM,sheos,Zeos
opdain,opdaN,aiin,aM
ream,ream,pcheockhy,pSeoXy
qotshod,qtZod,lkchey,lkSey
tshod,tZod,qofsheeey,qfZEey
daiin,daM,lkeody,lkeody
ykos,ykos,kcheodaiin,kSeodaM
shckhy,ZXy,por,por
aiin,aM,sheed,ZEd
olkar,olkar,qopoeey,qpoEy
qoky,qky,pokeey,pokEy
dar,dar,rair,raT
opcheeos,opSEos,aly,aly
olshedam,olZedam,tarar,tarar
olkol,olkol,cheey,SEy
pedam,pedam,cheokeol,Seokeol
kchdy,kSdy,chcheey,SSEy
shody,Zody,cthes,Qes
cheedy,SEdy,aiin,aM
dar,dar,ctheey,QEy
okeey,okEy,ctharad,Qarad
raiin,raM,shee,ZE
dair,daT,qotchey,qtSey
okeees,okEes,taram,taram
odey,odey,dsheo,dZeo
okchey,okSey,ain,aN
schaly,sSaly,okaiin,okaM
qokaiin,qkaM,cheey,SEy
sheedy,ZEdy,taiin,taM
qoty,qty,lkeechey,lkESey
oteedy,otEdy,okain,okaN
okshary,okZary,sheey,ZEy
shey,Zey,qoees,qEs
olyeal,olyeal,okeeody,okEody
qokeey,qkEy,pcheodaiin,pSeodaM
okdain,okdaN,sholkeechy,ZolkESy
rdaiin,rdaM,or,or
shey,Zey,alkar,alkar
qoeain,qeaN,otchedy,otSedy
lkeed,lkEd,cheol,Seol
olchain,olSaN,tcheor,tSeor
oky,oky,qokchedy,qkSedy
olsheal,olZeal,pchor,pSor
lkeedy,lkEdy,aral,aral
ar,ar,ykcheor,ykSeor
qofcheeedy,qfSEedy,cseeod,csEod
dleey,dlEy,lkar,lkar
qotedaiin,qtedaM,ar,ar
fchs,fSs,al,al
chey,Sey,s,s
chckhy,SXy,aiin,aM
qokaiin,qkaM,cheeey,SEey
chedy,Sedy,ol,ol
yshedam,yZedam,chedy,Sedy
qoty,qty,lchey,lSey
qokcheey,qkSEy,lkar,lkar
qokeedy,qkEdy,am,am
kdor,kdor,chedam,Sedam
qokain,qkaN,cheeky,SEky
olkeey,olkEy,lkedy,lkedy
qokeey,qkEy,chedy,Sedy
chey,Sey,lkaiin,lkaM
koiin,koM,tchodairos,tSodaTos
oddy,oddy,ar,ar
ypches,ypSes,chey,Sey
salar,salar,qotaiin,qtaM
ykeeody,ykEody,opchey,opSey
okody,okody,chtaiir,StaU
chedy,Sedy,shedy,Zedy
dy,dy,qotor,qtor
rsy,rsy,sheol,Zeol
chedy,Sedy,qotody,qtody
otal,otal,tedy,tedy
olkal,olkal,oaiin,oaM
keed,kEd,cheokeeos,SeokEos
qokar,qkar,lkaiin,lkaM
